Kilometros,Tipo Combustible,Marca,Modelo,Edicion,Año,Color,Tipo de Vehiculo,Estatus de Vehiculo,Precio,Numero de Puertas
89996,Electrico,BMW,X5,Touring,2021,Rojo,Coupe,Usado,16800,2
214350,GLP,Chevrolet,Cruze,Deluxe,2002,Azul,Sedan,Usado,5600,4
260623,Gasolina,Honda,Civic,Sport,2000,Blanco,Coupe,Usado,5600,4
111051,GLP,Ford,F150,Touring,2009,Azul,Compacto,Usado,5040,2
89460,Gasolina,Ford,F150,Deluxe,2022,Negro,SUV,Usado,17472,4
160345,Gasolina,Ford,F150,Standard,2006,Rojo,Coupe,Usado,5600,4
127523,Gasolina,Chevrolet,Cruze,Sport,2015,Verde,Coupe,Usado,11200,2
69874,Gasolina,BMW,X5,Touring,2022,Negro,SUV,Usado,17472,4
210216,Gasolina,Nissan,Altima,Deluxe,2012,Gris,Coupe,Usado,5600,2
290571,Gasolina,Toyota,Corolla,Touring,2003,Negro,SUV,Usado,7280,2
42127,Gasolina,Ford,F150,Limited,2015,Blanco,Compacto,Usado,14400,4
192711,Gas,Hyundai,Elantra,Limited,2009,Negro,Coupe,Usado,4760,4
265865,Gasolina,BMW,X5,Sport,2012,Rojo,Coupe,Usado,5600,4
64652,GLP,Ford,F150,Deluxe,2023,Azul,Coupe,Usado,13440,2
177165,Gasolina,Ford,F150,Standard,2006,Azul,SUV,Usado,7280,2
39365,Hibrido,Nissan,Altima,Touring,2012,Azul,Sedan,Usado,9600,4
180001,Gasolina,Ford,F150,Limited,2019,Rojo,Compacto,Usado,10080,4
151905,Gasolina,Ford,F150,Standard,2014,Azul,Compacto,Usado,10080,2
177310,Gasolina,Toyota,Corolla,Sport,2008,Negro,Coupe,Usado,5600,2
190418,Gasolina,Nissan,Altima,Limited,2001,Rojo,Compacto,Usado,5040,4
119660,Gasolina,Toyota,Corolla,Limited,2015,Blanco,Compacto,Usado,10080,4
104420,Gasolina,Chevrolet,Cruze,Limited,2022,Azul,Sedan,Usado,13440,2
109266,Gasolina,Toyota,Corolla,Standard,2010,Negro,Coupe,Usado,5600,2
192677,Hibrido,Nissan,Altima,Limited,2004,Rojo,Coupe,Usado,6720,4
22915,Electrico,BMW,X5,Touring,2010,Rojo,Compacto,Usado,10800,2
243394,Gasolina,Nissan,Altima,Touring,2024,Rojo,Compacto,Usado,12096,4
238897,Gasolina,Toyota,Corolla,Limited,2024,Negro,Coupe,Usado,13440,2
62540,GLP,Ford,F150,Standard,2014,Verde,Coupe,Usado,11200,4
23302,Hibrido,Honda,Civic,Sport,2022,Rojo,SUV,Usado,29952,2
110886,Gasolina,Ford,F150,Limited,2024,Negro,Sedan,Usado,13440,2
174022,Hibrido,Honda,Civic,Touring,2001,Rojo,Coupe,Usado,6720,4
123367,Electrico,BMW,X5,Standard,2017,Negro,Camioneta,Usado,21840,2
299003,GLP,Ford,F150,Standard,2001,Blanco,Coupe,Usado,5600,4
101750,Gasolina,Honda,Civic,Limited,2005,Blanco,Coupe,Usado,5600,2
47541,Hibrido,Nissan,Altima,Deluxe,2004,Negro,SUV,Usado,12480,2
32160,Hibrido,Toyota,Corolla,Sport,2020,Verde,SUV,Usado,24960,6
198257,GLP,Ford,F150,Touring,2024,Azul,Compacto,Usado,12096,2
117982,Hibrido,Honda,Civic,Touring,2008,Blanco,SUV,Usado,8736,4
81695,Gasolina,Ford,F150,Deluxe,2009,Blanco,Camioneta,Usado,7280,2
54286,Hibrido,Toyota,Corolla,Deluxe,2009,Gris,SUV,Usado,8736,2
40755,Gasolina,Hyundai,Elantra,Limited,2008,Blanco,Camioneta,Usado,10400,2
243412,Hibrido,Nissan,Altima,Limited,2000,Azul,Camioneta,Usado,8736,4
213421,Hibrido,Honda,Civic,Touring,2001,Verde,Camioneta,Usado,8736,2
34480,Gasolina,BMW,X5,Limited,2019,Verde,Sedan,Usado,16000,2
239386,Gasolina,Hyundai,Elantra,Standard,2007,Azul,Compacto,Usado,5040,2
117893,GLP,Chevrolet,Cruze,Sport,2001,Gris,Camioneta,Usado,7280,3
52781,Gasolina,Chevrolet,Cruze,Touring,2001,Rojo,Compacto,Usado,5040,2
154843,Gasolina,Toyota,Corolla,Standard,2014,Gris,Sedan,Usado,11200,2
99272,Electrico,BMW,X5,Deluxe,2020,Blanco,Sedan,Usado,16800,4
138359,GLP,Ford,F150,Deluxe,2006,Azul,Camioneta,Usado,7280,4
179830,GLP,Ford,F150,Limited,2002,Negro,Coupe,Usado,5600,4
105783,Gasolina,Chevrolet,Cruze,Deluxe,2003,Verde,Sedan,Usado,5600,2
7839,Gasolina,BMW,X5,Deluxe,2001,Blanco,SUV,Usado,13520,4
228066,Gasolina,Nissan,Altima,Touring,2006,Verde,Compacto,Usado,5040,4
186427,Electrico,BMW,X5,Touring,2003,Gris,SUV,Usado,10920,2
204033,Gasolina,Toyota,Corolla,Standard,2013,Blanco,Coupe,Usado,5600,2
54046,GLP,Chevrolet,Cruze,Standard,2008,Blanco,Camioneta,Usado,7280,4
242183,Gasolina,BMW,X5,Standard,2008,Azul,SUV,Usado,7280,2
105389,Electrico,BMW,X5,Touring,2010,Negro,Coupe,Usado,8400,4
227477,Gasolina,Toyota,Corolla,Touring,2013,Verde,Sedan,Usado,5600,2
46760,Hibrido,Toyota,Corolla,Deluxe,2023,Verde,Sedan,Usado,23040,2
35601,Gasolina,Honda,Civic,Sport,2014,Verde,SUV,Usado,20800,2
106603,Hibrido,Toyota,Corolla,Touring,2019,Gris,Sedan,Usado,13440,4
210437,Gasolina,Toyota,Corolla,Standard,2007,Verde,Compacto,Usado,5040,4
182899,Gasolina,Nissan,Altima,Limited,2015,Blanco,Coupe,Usado,11200,4
146142,Hibrido,Nissan,Altima,Sport,2006,Negro,SUV,Usado,8736,2
219242,Gasolina,BMW,X5,Touring,2021,Verde,Camioneta,Usado,14560,4
285244,Gasolina,BMW,X5,Standard,2021,Blanco,Sedan,Usado,11200,4
148014,Gas,Hyundai,Elantra,Touring,2012,Verde,SUV,Usado,6188,4
30528,Gasolina,Hyundai,Elantra,Sport,2001,Rojo,Coupe,Usado,8000,2
37714,Hibrido,Nissan,Altima,Limited,2021,Rojo,Coupe,Usado,19200,4
230884,Gasolina,Hyundai,Elantra,Deluxe,2009,Blanco,Coupe,Usado,5600,4
277209,Gasolina,Ford,F150,Limited,2010,Blanco,Compacto,Usado,5040,4
60008,Electrico,BMW,X5,Standard,2011,Verde,Camioneta,Usado,10920,4
257956,Gasolina,Toyota,Corolla,Sport,2018,Azul,Sedan,Usado,11200,4
239634,Electrico,BMW,X5,Deluxe,2003,Rojo,SUV,Usado,10920,4
182506,Gasolina,Hyundai,Elantra,Touring,2015,Blanco,SUV,Usado,14560,4
82355,Gasolina,Hyundai,Elantra,Sport,2018,Azul,Camioneta,Usado,14560,2
41810,Gasolina,Honda,Civic,Deluxe,2011,Negro,Sedan,Usado,8000,4
139618,Gasolina,Nissan,Altima,Deluxe,2001,Negro,Compacto,Usado,5040,2
157743,Gasolina,Chevrolet,Cruze,Standard,2019,Rojo,Compacto,Usado,10080,4
160285,Gasolina,Toyota,Corolla,Deluxe,2011,Negro,Coupe,Usado,5600,4
28757,GLP,Chevrolet,Cruze,Touring,2010,Azul,Compacto,Usado,7200,4
159671,Hibrido,Nissan,Altima,Touring,2009,Verde,Sedan,Usado,6720,4
147929,Gasolina,Toyota,Corolla,Touring,2006,Gris,Compacto,Usado,5040,2
214977,Electrico,BMW,X5,Deluxe,2017,Azul,Camioneta,Usado,21840,2
1812,GLP,Ford,F150,Standard,2005,Blanco,Camioneta,Usado,13520,4
216516,Hibrido,Honda,Civic,Touring,2007,Verde,Coupe,Usado,6720,4
56295,Gasolina,Ford,F150,Deluxe,2009,Rojo,Coupe,Usado,5600,2
228821,Gasolina,Nissan,Altima,Standard,2024,Verde,Sedan,Usado,13440,4
13197,Gasolina,BMW,X5,Limited,2020,Gris,Sedan,Usado,16000,2
258043,Gasolina,Honda,Civic,Sport,2015,Negro,Compacto,Usado,10080,2
14635,Gasolina,Honda,Civic,Limited,2007,Gris,Sedan,Usado,8000,4
158837,Hibrido,Toyota,Corolla,Sport,2011,Verde,SUV,Usado,8736,2
214767,Gasolina,BMW,X5,Sport,2000,Gris,Sedan,Usado,5600,2
67693,Gasolina,Toyota,Corolla,Limited,2014,Azul,Coupe,Usado,11200,4
211505,Hibrido,Toyota,Corolla,Limited,2009,Verde,Sedan,Usado,6720,2
92983,Gas,Hyundai,Elantra,Limited,2021,Blanco,SUV,Usado,12376,2
18075,Hibrido,Honda,Civic,Standard,2017,Gris,Coupe,Usado,19200,2
27944,Hibrido,Honda,Civic,Sport,2006,Rojo,Camioneta,Usado,12480,4
186237,Hibrido,Toyota,Corolla,Sport,2015,Azul,SUV,Usado,17472,2
207900,Gasolina,Nissan,Altima,Standard,2022,Verde,Coupe,Usado,13440,2
127804,Hibrido,Toyota,Corolla,Touring,2008,Negro,Sedan,Usado,6720,4
45084,Gasolina,Toyota,Corolla,Deluxe,2007,Negro,Camioneta,Usado,10400,2
231000,Gasolina,Hyundai,Elantra,Standard,2011,Negro,SUV,Usado,7280,4
79676,Hibrido,Honda,Civic,Standard,2002,Negro,Sedan,Usado,6720,4
53013,Electrico,BMW,X5,Deluxe,2010,Negro,SUV,Usado,10920,4
46694,Gasolina,Hyundai,Elantra,Deluxe,2009,Rojo,SUV,Usado,10400,2
98818,GLP,Chevrolet,Cruze,Standard,2020,Rojo,Coupe,Usado,11200,2
137997,Gasolina,Toyota,Corolla,Limited,2007,Negro,Camioneta,Usado,7280,2
3388,Gasolina,Toyota,Corolla,Deluxe,2004,Negro,Compacto,Usado,9360,4
29607,Hibrido,Toyota,Corolla,Limited,2021,Blanco,Coupe,Usado,19200,4
129805,Gasolina,Hyundai,Elantra,Sport,2020,Gris,Sedan,Usado,11200,2
126728,Hibrido,Nissan,Altima,Deluxe,2016,Rojo,Sedan,Usado,13440,2
50872,Gasolina,Honda,Civic,Touring,2008,Blanco,Sedan,Usado,5600,4
48302,Electrico,BMW,X5,Deluxe,2023,Rojo,Compacto,Usado,25920,2
108594,Gas,Hyundai,Elantra,Limited,2012,Negro,Camioneta,Usado,6188,2
104006,Gasolina,Chevrolet,Cruze,Sport,2012,Azul,Sedan,Usado,5600,2
55294,Hibrido,Nissan,Altima,Limited,2009,Azul,SUV,Usado,8736,2
134869,Gasolina,Nissan,Altima,Deluxe,2019,Gris,Compacto,Usado,10080,2
76373,Gasolina,Toyota,Corolla,Standard,2002,Azul,Coupe,Usado,5600,2
255648,Gasolina,Nissan,Altima,Deluxe,2009,Azul,Coupe,Usado,5600,4
154919,Gasolina,BMW,X5,Standard,2020,Negro,Compacto,Usado,10080,4
184700,Gasolina,Toyota,Corolla,Standard,2003,Rojo,SUV,Usado,7280,2
90393,Gas,Hyundai,Elantra,Touring,2004,Verde,Compacto,Usado,4284,2
192449,Hibrido,Honda,Civic,Touring,2004,Azul,Coupe,Usado,6720,2
186272,Electrico,BMW,X5,Limited,2007,Verde,Compacto,Usado,7560,2
20461,Gasolina,Chevrolet,Cruze,Limited,2008,Rojo,Compacto,Usado,7200,4
92881,Electrico,BMW,X5,Deluxe,2010,Azul,Sedan,Usado,8400,4
176937,GLP,Chevrolet,Cruze,Standard,2020,Verde,Compacto,Usado,10080,2
205423,GLP,Ford,F150,Deluxe,2000,Blanco,SUV,Usado,7280,2
177073,Hibrido,Honda,Civic,Sport,2008,Blanco,Compacto,Usado,6048,2
194312,GLP,Ford,F150,Standard,2013,Azul,Compacto,Usado,5040,4
26166,Gasolina,Honda,Civic,Limited,2019,Azul,SUV,Usado,20800,2
93077,GLP,Ford,F150,Standard,2004,Azul,SUV,Usado,7280,4
101342,Gasolina,Ford,F150,Touring,2008,Azul,Coupe,Usado,5600,2
177346,Gasolina,Honda,Civic,Touring,2017,Blanco,Camioneta,Usado,14560,4
50483,Gasolina,Toyota,Corolla,Limited,2013,Rojo,Sedan,Usado,5600,2
179470,Hibrido,Toyota,Corolla,Sport,2012,Blanco,Coupe,Usado,6720,2
263838,Gasolina,BMW,X5,Touring,2021,Negro,SUV,Usado,14560,4
140025,Gasolina,Hyundai,Elantra,Standard,2004,Verde,SUV,Usado,7280,4
183091,Hibrido,Toyota,Corolla,Deluxe,2012,Gris,Sedan,Usado,6720,4
108748,GLP,Ford,F150,Limited,2012,Azul,Compacto,Usado,5040,2
18049,GLP,Chevrolet,Cruze,Standard,2001,Verde,Camioneta,Usado,10400,4
191192,Hibrido,Toyota,Corolla,Standard,2006,Gris,Coupe,Usado,6720,4
107305,Gasolina,Hyundai,Elantra,Standard,2012,Blanco,Compacto,Usado,5040,2
69196,Gasolina,Chevrolet,Cruze,Touring,2021,Rojo,SUV,Usado,14560,4
129643,GLP,Ford,F150,Touring,2002,Rojo,Sedan,Usado,5600,2
40164,Hibrido,Toyota,Corolla,Limited,2002,Verde,SUV,Usado,12480,4
281755,Hibrido,Toyota,Corolla,Standard,2007,Rojo,Camioneta,Usado,8736,4
208875,Gasolina,Toyota,Corolla,Standard,2012,Negro,Coupe,Usado,5600,4
274815,GLP,Chevrolet,Cruze,Limited,2001,Negro,Compacto,Usado,5040,4
24006,GLP,Ford,F150,Standard,2023,Gris,SUV,Usado,24960,4
173906,Gasolina,Hyundai,Elantra,Touring,2009,Azul,Sedan,Usado,5600,2
217324,Hibrido,Nissan,Altima,Deluxe,2008,Gris,Compacto,Usado,6048,2
94777,Hibrido,Nissan,Altima,Deluxe,2010,Blanco,Sedan,Usado,6720,2
262767,Gasolina,Honda,Civic,Sport,2014,Blanco,Coupe,Usado,11200,4
178846,Gasolina,Nissan,Altima,Standard,2011,Blanco,Sedan,Usado,5600,4
69545,Hibrido,Toyota,Corolla,Limited,2003,Gris,SUV,Usado,8736,4
20288,Gasolina,Ford,F150,Deluxe,2018,Blanco,Camioneta,Usado,20800,4
160996,Gas,Hyundai,Elantra,Touring,2006,Rojo,Camioneta,Usado,6188,2
252529,Electrico,BMW,X5,Touring,2021,Verde,Compacto,Usado,15120,4
274747,Gasolina,Honda,Civic,Sport,2005,Gris,SUV,Usado,7280,2
193130,Gasolina,Honda,Civic,Standard,2006,Gris,Compacto,Usado,5040,4
267535,Hibrido,Nissan,Altima,Deluxe,2019,Verde,Camioneta,Usado,17472,4
119260,Hibrido,Nissan,Altima,Limited,2023,Rojo,SUV,Usado,20966,2
243085,Gas,Hyundai,Elantra,Touring,2007,Azul,Camioneta,Usado,6188,2
103659,Gas,Hyundai,Elantra,Standard,2010,Rojo,Coupe,Usado,4760,2
74072,Gasolina,BMW,X5,Deluxe,2023,Blanco,Camioneta,Usado,17472,4
193408,Gasolina,Toyota,Corolla,Standard,2020,Rojo,Sedan,Usado,11200,4
174676,Gasolina,Nissan,Altima,Deluxe,2018,Rojo,Compacto,Usado,10080,4
167076,Electrico,BMW,X5,Limited,2008,Gris,SUV,Usado,10920,4
19785,GLP,Chevrolet,Cruze,Sport,2002,Verde,Sedan,Usado,8000,2
247753,Gas,Hyundai,Elantra,Limited,2021,Azul,SUV,Usado,12376,2
100268,Gasolina,Ford,F150,Touring,2006,Negro,Coupe,Usado,5600,4
2750,GLP,Ford,F150,Standard,2001,Verde,Camioneta,Usado,13520,4
176306,Hibrido,Nissan,Altima,Sport,2021,Azul,Coupe,Usado,13440,2
155091,Hibrido,Honda,Civic,Deluxe,2021,Blanco,Sedan,Usado,13440,4
79892,Hibrido,Toyota,Corolla,Deluxe,2017,Negro,SUV,Usado,17472,4
299697,Hibrido,Toyota,Corolla,Deluxe,2010,Azul,Sedan,Usado,6720,4
297514,Gasolina,Toyota,Corolla,Standard,2019,Blanco,Compacto,Usado,10080,4
238356,Gas,Hyundai,Elantra,Touring,2004,Negro,Compacto,Usado,4284,2
29389,Hibrido,Honda,Civic,Limited,2020,Azul,Coupe,Usado,19200,2
63712,Gas,Hyundai,Elantra,Standard,2009,Gris,Camioneta,Usado,6188,4
240436,Hibrido,Nissan,Altima,Deluxe,2015,Azul,Camioneta,Usado,17472,2
79475,Gasolina,Ford,F150,Standard,2012,Negro,Camioneta,Usado,7280,2
40268,Gasolina,Ford,F150,Touring,2020,Blanco,Coupe,Usado,16000,4
26390,GLP,Chevrolet,Cruze,Touring,2019,Blanco,Sedan,Usado,16000,4
22905,GLP,Ford,F150,Limited,2024,Verde,Coupe,Usado,19200,2
148967,Hibrido,Toyota,Corolla,Deluxe,2022,Verde,Coupe,Usado,16128,2
77593,Gasolina,Toyota,Corolla,Limited,2012,Rojo,Compacto,Usado,5040,2
125911,Hibrido,Nissan,Altima,Standard,2008,Rojo,Camioneta,Usado,8736,4
57930,Gasolina,Ford,F150,Touring,2014,Blanco,Camioneta,Usado,14560,4
220549,Gasolina,BMW,X5,Touring,2018,Gris,Camioneta,Usado,14560,4
27870,Gasolina,Ford,F150,Deluxe,2015,Negro,Coupe,Usado,16000,4
127855,Electrico,BMW,X5,Touring,2001,Azul,Sedan,Usado,8400,4
39039,Hibrido,Honda,Civic,Deluxe,2013,Azul,Coupe,Usado,9600,4
160269,Gasolina,Chevrolet,Cruze,Sport,2017,Negro,SUV,Usado,14560,4
57633,Hibrido,Nissan,Altima,Standard,2018,Negro,Compacto,Usado,12096,2
50451,GLP,Ford,F150,Deluxe,2012,Negro,SUV,Usado,7280,6
226436,Hibrido,Nissan,Altima,Sport,2007,Rojo,Compacto,Usado,6048,4
67084,Electrico,BMW,X5,Deluxe,2023,Verde,Compacto,Usado,18144,2
81198,Gasolina,Honda,Civic,Sport,2024,Gris,Sedan,Usado,13440,2
127882,Gasolina,Nissan,Altima,Touring,2004,Rojo,SUV,Usado,7280,4
183959,Gasolina,BMW,X5,Touring,2007,Blanco,Camioneta,Usado,7280,2
62206,Gasolina,Toyota,Corolla,Deluxe,2023,Blanco,Compacto,Usado,12096,4
243692,GLP,Chevrolet,Cruze,Limited,2013,Blanco,Coupe,Usado,5600,4
171651,Gasolina,BMW,X5,Sport,2001,Verde,SUV,Usado,7280,2
251383,Gasolina,Hyundai,Elantra,Deluxe,2003,Negro,Compacto,Usado,5040,2
31401,GLP,Chevrolet,Cruze,Touring,2011,Verde,SUV,Usado,10400,4
283006,Gasolina,Toyota,Corolla,Deluxe,2022,Verde,Camioneta,Usado,17472,2
226090,GLP,Ford,F150,Deluxe,2002,Blanco,Coupe,Usado,5600,2
72960,Electrico,BMW,X5,Touring,2012,Blanco,Camioneta,Usado,10920,2
282038,Gasolina,Ford,F150,Sport,2019,Verde,Coupe,Usado,11200,2
147510,Gasolina,BMW,X5,Standard,2017,Negro,Compacto,Usado,10080,4
27792,Hibrido,Honda,Civic,Sport,2017,Verde,SUV,Usado,24960,4
178650,Electrico,BMW,X5,Limited,2023,Verde,SUV,Usado,26208,4
262584,Electrico,BMW,X5,Deluxe,2018,Azul,Compacto,Usado,15120,2
49576,Gasolina,Ford,F150,Standard,2020,Negro,Coupe,Usado,16000,2
85547,Gasolina,Toyota,Corolla,Sport,2019,Verde,SUV,Usado,14560,2
266830,Gasolina,BMW,X5,Standard,2003,Gris,Sedan,Usado,5600,4
245377,Hibrido,Honda,Civic,Limited,2020,Azul,Coupe,Usado,13440,2
175745,Hibrido,Honda,Civic,Standard,2018,Gris,Coupe,Usado,13440,2
73330,GLP,Chevrolet,Cruze,Deluxe,2018,Gris,Coupe,Usado,11200,4
85631,Gas,Hyundai,Elantra,Standard,2019,Gris,Coupe,Usado,9520,2
220793,Electrico,BMW,X5,Limited,2016,Gris,SUV,Usado,21840,2
41408,Hibrido,Honda,Civic,Deluxe,2008,Blanco,Compacto,Usado,8640,4
205902,Hibrido,Toyota,Corolla,Standard,2016,Rojo,Compacto,Usado,12096,2
271024,Gasolina,BMW,X5,Standard,2014,Blanco,Compacto,Usado,10080,4
261135,Hibrido,Nissan,Altima,Limited,2020,Verde,SUV,Usado,17472,2
282455,Electrico,BMW,X5,Sport,2001,Gris,Camioneta,Usado,10920,2
93690,Gasolina,Ford,F150,Standard,2016,Blanco,SUV,Usado,14560,2
8993,Gas,Hyundai,Elantra,Deluxe,2006,Rojo,Coupe,Usado,8840,2
188345,Gas,Hyundai,Elantra,Deluxe,2003,Gris,Sedan,Usado,4760,4
269502,Electrico,BMW,X5,Deluxe,2010,Verde,Coupe,Usado,8400,2
123523,Gas,Hyundai,Elantra,Standard,2001,Verde,SUV,Usado,6188,4
141699,Hibrido,Honda,Civic,Sport,2012,Blanco,Coupe,Usado,6720,2
258149,GLP,Ford,F150,Limited,2012,Azul,Sedan,Usado,5600,2
79513,Hibrido,Toyota,Corolla,Limited,2019,Verde,Sedan,Usado,13440,2
100736,Hibrido,Toyota,Corolla,Standard,2001,Gris,Sedan,Usado,6720,4
237108,GLP,Ford,F150,Touring,2023,Rojo,Camioneta,Usado,17472,2
277427,Gasolina,Hyundai,Elantra,Touring,2020,Negro,SUV,Usado,14560,2
261731,Hibrido,Toyota,Corolla,Sport,2002,Verde,Coupe,Usado,6720,4
193411,Gasolina,Nissan,Altima,Sport,2004,Verde,Sedan,Usado,5600,4
249077,Gasolina,Honda,Civic,Touring,2004,Verde,SUV,Usado,7280,4
203697,GLP,Ford,F150,Deluxe,2005,Rojo,Camioneta,Usado,7280,3
75577,Gasolina,BMW,X5,Sport,2012,Blanco,Sedan,Usado,5600,2
299066,Electrico,BMW,X5,Deluxe,2018,Rojo,Camioneta,Usado,21840,4
129717,Gasolina,Chevrolet,Cruze,Deluxe,2017,Rojo,Sedan,Usado,11200,2
20553,Gas,Hyundai,Elantra,Sport,2020,Verde,SUV,Usado,17680,2
15558,Hibrido,Honda,Civic,Deluxe,2000,Negro,Coupe,Usado,9600,4
258129,GLP,Ford,F150,Standard,2002,Gris,Sedan,Usado,5600,2
49022,Gasolina,Honda,Civic,Sport,2022,Gris,SUV,Usado,24960,4
54732,Hibrido,Nissan,Altima,Limited,2015,Gris,Compacto,Usado,12096,4
222897,Hibrido,Nissan,Altima,Sport,2017,Verde,Coupe,Usado,13440,2
100657,Gasolina,Ford,F150,Standard,2022,Azul,Compacto,Usado,12096,2
96167,Gasolina,Toyota,Corolla,Deluxe,2004,Negro,Compacto,Usado,5040,4
282954,GLP,Chevrolet,Cruze,Deluxe,2003,Gris,SUV,Usado,7280,4
236966,Gas,Hyundai,Elantra,Deluxe,2009,Gris,SUV,Usado,6188,4
258845,GLP,Chevrolet,Cruze,Limited,2021,Negro,SUV,Usado,14560,2
87784,Gasolina,Honda,Civic,Touring,2024,Blanco,Camioneta,Usado,17472,4
146248,Gasolina,Ford,F150,Touring,2018,Verde,SUV,Usado,14560,2
84421,Gasolina,Toyota,Corolla,Deluxe,2004,Azul,Sedan,Usado,5600,4
55293,GLP,Chevrolet,Cruze,Standard,2005,Verde,SUV,Usado,7280,2
110105,Gasolina,Toyota,Corolla,Touring,2013,Blanco,Camioneta,Usado,7280,4
207593,Hibrido,Nissan,Altima,Touring,2015,Azul,Camioneta,Usado,17472,2
194280,Hibrido,Toyota,Corolla,Deluxe,2011,Verde,Coupe,Usado,6720,2
14958,Hibrido,Nissan,Altima,Touring,2007,Rojo,Camioneta,Usado,12480,2
40478,Hibrido,Honda,Civic,Deluxe,2021,Rojo,Coupe,Usado,19200,4
113219,Gasolina,Chevrolet,Cruze,Deluxe,2001,Gris,Compacto,Usado,5040,2
50546,Gas,Hyundai,Elantra,Touring,2023,Gris,SUV,Usado,14851,3
65621,Gas,Hyundai,Elantra,Deluxe,2010,Azul,Coupe,Usado,4760,4
134297,Gasolina,BMW,X5,Limited,2001,Azul,Compacto,Usado,5040,4
15795,GLP,Chevrolet,Cruze,Limited,2016,Verde,Sedan,Usado,16000,4
181010,Gasolina,Ford,F150,Standard,2006,Verde,SUV,Usado,7280,4
20473,Gasolina,Honda,Civic,Limited,2000,Negro,Compacto,Usado,7200,4
23291,Gasolina,Toyota,Corolla,Sport,2012,Azul,Coupe,Usado,8000,2
29024,Gas,Hyundai,Elantra,Deluxe,2009,Azul,SUV,Usado,8840,2
67194,Gas,Hyundai,Elantra,Standard,2005,Blanco,SUV,Usado,6188,2
67144,Gasolina,Nissan,Altima,Touring,2009,Blanco,Sedan,Usado,5600,4
175920,Gasolina,Hyundai,Elantra,Standard,2024,Rojo,Camioneta,Usado,17472,4
148091,Hibrido,Toyota,Corolla,Touring,2007,Gris,Compacto,Usado,6048,2
299445,Gas,Hyundai,Elantra,Sport,2011,Blanco,Camioneta,Usado,6188,4
65831,Hibrido,Toyota,Corolla,Standard,2020,Negro,Coupe,Usado,13440,2
161663,Gasolina,Chevrolet,Cruze,Sport,2022,Negro,SUV,Usado,17472,4
206548,Gasolina,Nissan,Altima,Sport,2001,Blanco,Sedan,Usado,5600,2
11613,Gasolina,Honda,Civic,Touring,2020,Verde,SUV,Usado,20800,4
159032,Gasolina,Nissan,Altima,Standard,2007,Azul,Sedan,Usado,5600,4
134770,Gasolina,Nissan,Altima,Sport,2004,Verde,Coupe,Usado,5600,4
78678,Gas,Hyundai,Elantra,Deluxe,2024,Blanco,SUV,Usado,14851,2
191723,Gasolina,Honda,Civic,Deluxe,2015,Blanco,Sedan,Usado,11200,2
3031,Gasolina,Toyota,Corolla,Sport,2007,Negro,SUV,Usado,13520,4
10937,Gasolina,Hyundai,Elantra,Touring,2016,Blanco,SUV,Usado,20800,4
84759,Gasolina,Hyundai,Elantra,Deluxe,2019,Blanco,Compacto,Usado,10080,2
168106,GLP,Ford,F150,Sport,2002,Verde,SUV,Usado,7280,4
282804,Hibrido,Nissan,Altima,Standard,2020,Azul,SUV,Usado,17472,2
244311,Gas,Hyundai,Elantra,Limited,2019,Gris,Camioneta,Usado,12376,4
165445,Gasolina,Nissan,Altima,Limited,2024,Gris,Coupe,Usado,13440,4
113246,GLP,Chevrolet,Cruze,Deluxe,2002,Blanco,Coupe,Usado,5600,4
293023,Gasolina,Toyota,Corolla,Standard,2011,Blanco,Camioneta,Usado,7280,4
108580,Gasolina,Nissan,Altima,Deluxe,2000,Azul,Sedan,Usado,5600,2
184423,Gasolina,Chevrolet,Cruze,Deluxe,2013,Blanco,SUV,Usado,7280,4
24717,Hibrido,Honda,Civic,Deluxe,2019,Verde,Sedan,Usado,19200,1
93221,Gasolina,Nissan,Altima,Sport,2001,Verde,Coupe,Usado,5600,2
213906,Gasolina,BMW,X5,Limited,2006,Blanco,Coupe,Usado,5600,4
179713,Gasolina,Chevrolet,Cruze,Touring,2022,Azul,Compacto,Usado,12096,4
164794,Gasolina,Toyota,Corolla,Limited,2016,Rojo,Sedan,Usado,11200,4
20820,Hibrido,Nissan,Altima,Touring,2024,Gris,SUV,Usado,29952,4
196360,Hibrido,Toyota,Corolla,Touring,2017,Verde,Coupe,Usado,13440,2
245900,Gasolina,Honda,Civic,Deluxe,2007,Rojo,Coupe,Usado,5600,4
298497,Hibrido,Toyota,Corolla,Deluxe,2002,Azul,Coupe,Usado,6720,2
263210,Gasolina,Honda,Civic,Touring,2019,Verde,Sedan,Usado,11200,4
268158,Electrico,BMW,X5,Standard,2022,Rojo,Sedan,Usado,20160,1
76055,Gasolina,Honda,Civic,Sport,2003,Negro,Camioneta,Usado,7280,2
174237,Gas,Hyundai,Elantra,Standard,2010,Verde,Sedan,Usado,4760,2
151185,Gas,Hyundai,Elantra,Sport,2011,Verde,Sedan,Usado,4760,4
247219,Hibrido,Honda,Civic,Touring,2014,Gris,Camioneta,Usado,17472,2
101986,Electrico,BMW,X5,Sport,2024,Rojo,Compacto,Usado,18144,4
183768,Gasolina,Hyundai,Elantra,Standard,2010,Azul,Sedan,Usado,5600,2
18491,Hibrido,Honda,Civic,Touring,2005,Azul,Camioneta,Usado,12480,4
207676,Gasolina,BMW,X5,Deluxe,2002,Gris,SUV,Usado,7280,2
